Id,SalePrice
1461,123183.84526757344
1462,152745.79680721482
1463,171900.568814694
1464,180221.0937257547
1465,195475.52987069517
1466,184122.92866299723
1467,165942.6922579357
1468,175809.47893044035
1469,179689.32121777284
1470,120171.69128465386
1471,205762.7316778221
1472,94373.3162761844
1473,99200.59300085499
1474,156911.01347805592
1475,157156.97031921896
1476,346723.81668548094
1477,245148.54551946017
1478,291174.80530833337
1479,276378.6315724481
1480,393411.77066599706
1481,309228.19124090445
1482,205990.37930549087
1483,172602.67341996252
1484,178982.60473783547
1485,165697.28659786438
1486,193273.10316769037
1487,320614.1591120353
1488,232157.3541328137
1489,210420.22036684674
1490,188726.61067758308
1491,194589.29952696819
1492,104139.84079105452
1493,180771.96936432132
1494,302703.9430606567
1495,287682.00008615904
1496,231249.02455806182
1497,195163.91622391055
1498,155850.60206889838
1499,155850.60206889838
1500,156782.09158127557
1501,172626.71597332423
1502,165929.8226130412
1503,283785.10940126644
1504,240630.89425540375
1505,216029.29697682554
1506,170909.32071408496
1507,202508.3253477573
1508,201338.46417189267
1509,159013.9384815736
1510,151761.24461871802
1511,148690.66276072036
1512,161107.01335459767
1513,159034.12089950213
1514,149514.3636038655
1515,172941.35893582233
1516,158895.33842399067
1517,154674.86267218445
1518,131308.5479061237
1519,226119.1156515368
1520,141752.38588805273
1521,145657.15665770182
1522,159754.08192320992
1523,114901.18416467073
1524,125350.16356140054
1525,126964.73158644713
1526,125421.72997432834
1527,94307.15792289813
1528,123908.00548855154
1529,142123.39241887754
1530,163441.25956128526
1531,116017.91124839729
1532,108818.94929840071
1533,146832.62562857397
1534,119859.36868122568
1535,142761.61333038536
1536,126101.0605570657
1537,72483.65199364103
1538,163618.5002129792
1539,204808.70057488192
1540,122298.71264258285
1541,140261.96844945758
1542,139670.1026823402
1543,216914.48442849875
1544,80090.62934057224
1545,103323.70582543699
1546,117810.81978081551
1547,123993.35224449431
1548,127490.82400932076
1549,108292.5361771984
1550,141590.18159751027
1551,119733.5940792604
1552,122741.4920326296
1553,136979.9892423184
1554,112234.67308588346
1555,162282.39464498733
1556,102322.01986569859
1557,123617.95686834783
1558,89508.357635582
1559,104190.81810399756
1560,147220.07672943446
1561,114264.32868752144
1562,129749.1677802876
1563,124394.47566366836
1564,160008.38569194893
1565,153795.2997065333
1566,226561.71506834848
