Id,SalePrice
1461,11.710901832580566
1462,11.839094829559325
1463,12.01931259367201
1464,12.130466675271792
1465,12.24731477101644
1466,12.130466675271792
1467,11.82378797531128
1468,12.028266401851878
1469,12.168355271622941
1470,11.630344072977701
1471,12.168355271622941
1472,11.413138180971146
1473,11.413138180971146
1474,11.914703369140625
1475,12.054123181563158
1476,12.896341732570104
1477,12.323976406684288
1478,12.896341732570104
1479,12.51224448130681
1480,12.896341732570104
1481,12.659758706887564
1482,12.24731477101644
1483,12.216011448910361
1484,12.054123181563158
1485,12.138271141052247
1486,12.054123181563158
1487,12.659758706887564
1488,12.323976406684288
1489,12.24731477101644
1490,12.028266401851878
1491,12.24731477101644
1492,11.552295582635063
1493,12.216011448910361
1494,12.659758706887564
1495,12.659758706887564
1496,12.30282575112802
1497,12.24731477101644
1498,11.95292617335464
1499,11.95292617335464
1500,12.028266401851878
1501,12.130466675271792
1502,12.24731477101644
1503,12.323976406684288
1504,12.309042612711588
1505,12.30282575112802
1506,12.130466675271792
1507,12.130466675271792
1508,12.216011448910361
1509,12.130466675271792
1510,11.763215247620927
1511,11.763215247620927
1512,11.763215247620927
1513,12.130466675271792
1514,11.97770534023162
1515,12.01931259367201
1516,12.216011448910361
1517,11.918893231285942
1518,11.763215247620927
1519,12.30282575112802
1520,11.82378797531128
1521,11.839094829559325
1522,12.130466675271792
1523,11.632819012897771
1524,11.710901832580566
1525,11.630344072977701
1526,11.630344072977701
1527,11.62790960584368
1528,11.839094829559325
1529,11.82378797531128
1530,12.033107948303222
1531,11.632819012897771
1532,11.552295582635063
1533,11.763215247620927
1534,11.785917145865303
1535,11.97770534023162
1536,11.785917145865303
1537,11.241799631426412
1538,11.95292617335464
1539,12.309042612711588
1540,11.632819012897771
1541,12.033107948303222
1542,11.97770534023162
1543,12.422069549560547
1544,11.241799631426412
1545,11.413138180971146
1546,11.62790960584368
1547,11.785917145865303
1548,11.785917145865303
1549,11.413138180971146
1550,12.01931259367201
1551,11.552295582635063
1552,12.01931259367201
1553,11.785917145865303
1554,11.785917145865303
1555,11.97770534023162
1556,11.632819012897771
1557,11.97770534023162
1558,11.241799631426412
1559,11.632819012897771
1560,12.01931259367201
1561,11.97770534023162
1562,11.755649826743387
1563,11.630344072977701
1564,12.01931259367201
1565,12.01931259367201
1566,12.30282575112802
1567,11.241799631426412
1568,12.216011448910361
1569,11.632819012897771
1570,11.62790960584368
1571,11.785917145865303
1572,11.918893231285942
1573,12.30282575112802
1574,11.763215247620927
1575,12.30282575112802
1576,12.216011448910361
1577,12.168355271622941
1578,12.216011448910361
1579,11.840870925358363
1580,12.168355271622941
1581,11.918893231285942
1582,11.755649826743387
1583,12.659758706887564
1584,12.309042612711588
1585,11.840870925358363
1586,11.241799631426412
1587,11.62790960584368
1588,11.918893231285942
1589,11.241799631426412
1590,11.82378797531128
1591,11.710901832580566
1592,11.785917145865303
1593,11.552295582635063
1594,11.785917145865303
1595,11.632819012897771
1596,12.422069549560547
1597,11.763215247620927
1598,12.138271141052247
1599,12.168355271622941
1600,12.168355271622941
1601,11.413138180971146
1602,11.413138180971146
1603,11.62790960584368
1604,12.458924550276537
1605,12.323976406684288
1606,12.028266401851878
1607,12.216011448910361
1608,12.323976406684288
1609,12.24731477101644
1610,11.763215247620927
1611,12.01931259367201
1612,11.763215247620927
1613,12.01931259367201
1614,11.840870925358363
1615,11.413138180971146
1616,11.413138180971146
1617,11.413138180971146
1618,11.755649826743387
1619,11.755649826743387
1620,11.763215247620927
1621,11.763215247620927
1622,11.97770534023162
1623,12.458924550276537
1624,12.216011448910361
1625,11.630344072977701
1626,12.033107948303222
1627,12.130466675271792
1628,12.659758706887564
1629,12.054123181563158
1630,12.552624320983886
1631,12.30282575112802
1632,12.458924550276537
1633,12.054123181563158
1634,12.130466675271792
1635,12.130466675271792
1636,11.82378797531128
1637,12.01931259367201
1638,12.309042612711588
1639,12.130466675271792
1640,12.309042612711588
1641,12.033107948303222
1642,12.309042612711588
1643,12.552624320983886
1644,12.24731477101644
1645,12.01931259367201
1646,11.918893231285942
1647,12.168355271622941
1648,11.82378797531128
1649,11.82378797531128
1650,11.710901832580566
1651,11.755649826743387
1652,11.413138180971146
1653,11.413138180971146
1654,11.914703369140625
1655,12.054123181563158
1656,12.028266401851878
1657,11.914703369140625
1658,11.914703369140625
1659,12.054123181563158
1660,11.755649826743387
1661,12.896341732570104
1662,12.896341732570104
1663,12.896341732570104
1664,12.896341732570104
1665,12.896341732570104
1666,12.51224448130681
1667,12.659758706887564
1668,12.896341732570104
1669,12.896341732570104
1670,12.896341732570104
1671,12.458924550276537
1672,12.896341732570104
1673,12.659758706887564
1674,12.323976406684288
1675,12.028266401851878
1676,12.028266401851878
1677,12.24731477101644
1678,12.896341732570104
1679,12.659758706887564
1680,12.552624320983886
1681,12.30282575112802
1682,12.51224448130681
1683,12.054123181563158
1684,12.054123181563158
1685,11.914703369140625
1686,12.054123181563158
1687,12.054123181563158
1688,12.054123181563158
1689,12.054123181563158
1690,12.138271141052247
1691,12.138271141052247
1692,12.659758706887564
1693,12.054123181563158
1694,12.130466675271792
1695,12.054123181563158
1696,12.659758706887564
1697,12.054123181563158
1698,12.659758706887564
1699,12.659758706887564
1700,12.552624320983886
1701,12.552624320983886
1702,12.51224448130681
1703,12.51224448130681
1704,12.51224448130681
1705,12.30282575112802
1706,12.896341732570104
1707,12.30282575112802
1708,12.24731477101644
1709,12.896341732570104
1710,12.24731477101644
1711,12.323976406684288
1712,12.458924550276537
1713,12.51224448130681
1714,12.30282575112802
1715,12.24731477101644
1716,11.95292617335464
1717,11.95292617335464
1718,11.791625747680664
1719,12.138271141052247
1720,12.323976406684288
1721,11.95292617335464
1722,11.791625747680664
1723,11.918893231285942
1724,12.323976406684288
1725,12.309042612711588
1726,12.130466675271792
1727,12.028266401851878
1728,12.24731477101644
1729,12.028266401851878
1730,11.914703369140625
1731,11.630344072977701
1732,11.630344072977701
1733,11.630344072977701
1734,11.791625747680664
1735,11.755649826743387
1736,11.710901832580566
1737,12.659758706887564
1738,12.168355271622941
1739,12.659758706887564
1740,12.130466675271792
1741,12.028266401851878
1742,12.130466675271792
1743,11.95292617335464
1744,12.458924550276537
1745,12.458924550276537
1746,12.309042612711588
1747,12.309042612711588
1748,12.130466675271792
1749,12.01931259367201
1750,11.839094829559325
1751,12.309042612711588
1752,11.630344072977701
1753,11.763215247620927
1754,12.422069549560547
1755,12.216011448910361
1756,11.710901832580566
1757,11.630344072977701
1758,12.01931259367201
1759,12.01931259367201
1760,12.01931259367201
1761,12.01931259367201
1762,12.01931259367201
1763,12.033107948303222
1764,11.710901832580566
1765,12.130466675271792
1766,12.028266401851878
1767,12.216011448910361
1768,11.791625747680664
1769,12.138271141052247
1770,11.840870925358363
1771,11.839094829559325
1772,11.632819012897771
1773,11.632819012897771
1774,11.763215247620927
1775,11.791625747680664
1776,11.62790960584368
1777,11.62790960584368
1778,11.791625747680664
1779,11.632819012897771
1780,12.138271141052247
1781,11.839094829559325
1782,11.62790960584368
1783,11.763215247620927
1784,11.413138180971146
1785,11.552295582635063
1786,12.01931259367201
1787,11.95292617335464
1788,11.241799631426412
1789,11.241799631426412
1790,11.413138180971146
1791,12.033107948303222
1792,11.97770534023162
1793,11.918893231285942
1794,11.840870925358363
1795,11.918893231285942
1796,11.62790960584368
1797,11.241799631426412
1798,11.791625747680664
1799,11.413138180971146
1800,11.62790960584368
1801,11.785917145865303
1802,12.028266401851878
1803,12.130466675271792
1804,11.840870925358363
1805,11.791625747680664
1806,11.785917145865303
1807,12.130466675271792
1808,11.763215247620927
1809,11.785917145865303
1810,12.01931259367201
